# Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6.0,1.0,5.0,0.0,15.212853564490878,-0.0646461662362344,38.10110372918283,0.2047139954385611,0.01219152683550906,0.3602433624788649,0.0,0.0,1.0,15.277499730727111,1.0
6.0,1.0,5.0,0.0,15.023447690707561,-0.03510317994604777,38.95607036703446,0.2012053552512781,0.03488696383590963,0.3674881305217424,0.0,0.0,1.0,15.058550870653606,1.0
6.0,1.0,5.0,0.0,15.010246742834024,-0.048304127819581516,39.18073398716572,0.19905460514356854,0.012481016467669194,0.34393528296241255,0.0,0.0,1.0,15.058550870653606,1.0
6.0,1.0,5.0,0.0,14.990136706340724,-0.06841416431288241,39.552698555073206,0.19923352386911414,0.0,0.3052811207283742,0.0,0.0,1.0,15.058550870653606,1.0
6.0,1.0,5.0,0.0,14.94700477842652,-0.11154609222708686,40.220180679805495,0.20874962922501739,0.0,0.2547367517616229,0.0,0.0,1.0,15.058550870653606,1.0
6.0,1.0,5.0,0.0,14.910139062718986,-0.1484118079346196,40.92740072904835,0.22775184220628422,0.07331151807798186,0.2924532498361817,0.0,0.0,1.0,15.058550870653606,1.0
6.0,1.0,5.0,0.0,14.938242828424965,-0.12165516581645773,40.98241747826101,0.28514571750428697,0.25130958501578904,0.38878953035915875,0.0,16.10911857772952,0.0,15.059897994241421,1.0
6.0,1.0,5.0,0.0,14.941688070086112,-0.028728480579064516,41.203201129661025,0.35243782062386025,0.0,0.49732317308934804,0.0,58.062576577982355,0.0,14.970416550665176,1.0
6.0,1.0,5.0,0.0,15.064603109854037,-0.003124045288252208,40.51337202093964,0.43863117097294924,1.1816904146425278,2.1826070171154055,0.0,141.16192125705746,0.0,15.067727155142292,1.0
6.0,1.0,5.0,0.0,15.17441588027468,-0.014949530464003907,40.05261743685541,0.4990835990206065,0.22266053343597242,1.3518057169434856,0.0,255.41994790345555,0.0,15.18936541073868,1.0
6.0,1.0,5.0,0.0,15.424028440725902,-0.008613481205561426,39.094113469328555,0.5683238687157549,0.042090776696551445,1.1637726692798904,0.0,359.24684374940114,0.0,15.432641921931465,1.0
6.0,1.0,5.0,0.0,15.432149256427747,-0.0004926655037190596,38.893021422775476,0.5001398494557368,0.4348063014776416,1.5943333913512698,0.0,425.39770646792476,0.0,15.432641921931467,1.0
6.0,1.0,5.0,0.0,15.431976466966324,-0.0006654549651450112,38.627287308577266,0.48848911691163105,0.07365965984979726,1.7347521785833255,0.0,434.85232993187253,0.0,15.432641921931467,1.0
6.0,1.0,5.0,0.0,15.43169595891138,-0.0009459630200886496,38.2823708368616,0.4025524761903735,0.0,1.9987301097995913,0.0,436.98888867869175,0.0,15.43264192193147,1.0
6.0,1.0,5.0,0.0,15.431008481164614,-0.0016334407668531768,37.89294969021448,0.33954328572457365,0.07365812688430487,2.3943449627219295,0.0,410.18131773930264,0.0,15.432641921931468,1.0
6.0,1.0,5.0,0.0,15.430307386999548,-0.0023345349319208214,37.481271417560315,0.5779742454467967,0.37609377084210704,2.979545701807163,0.0,351.84577693615677,0.0,15.432641921931468,1.0
6.0,1.0,5.0,0.0,15.241804614749583,0.0037839017723395665,37.60661521132507,0.33082493745034836,0.16800847155924142,3.30795726922091,0.0,267.9778220128194,0.0,15.238020712977242,1.0
6.0,1.0,5.0,0.0,15.896959979755373,-0.008372807543688809,35.08911052687064,0.40642096464903954,0.039086368485995567,2.4610668790631833,0.0,157.27730569929298,0.0,15.905332787299061,1.0
6.0,1.0,5.0,0.0,16.102448070900376,-0.009669750912551504,34.348424906238,0.3794430100381987,0.0,1.721070844817857,0.0,42.81228731178993,0.0,16.112117821812927,1.0
6.0,1.0,5.0,0.0,15.676562387907206,0.014506111800931374,35.625059600952845,0.4151056053766406,0.09918200064693779,1.6653165241558314,0.0,-0.0,1.0,15.662056276106274,1.0
6.0,1.0,5.0,0.0,15.085789633360738,0.031924635236428925,37.484179266267375,0.4136069467413238,0.07880276923849137,2.7230632428482693,0.0,0.0,1.0,15.05386499812431,1.0
6.0,1.0,5.0,0.0,15.309789794898304,-0.013104570313393658,36.65051999170219,0.42675670252884756,0.24345953953133845,1.6259700355955577,0.0,0.0,1.0,15.322894365211699,1.0
6.0,1.0,5.0,0.0,14.852921554337453,0.011425751729104386,38.20832770292209,0.3359565086944407,0.1839273506950252,1.7575360418088182,0.0,0.0,0.0,14.84149580260835,1.0
6.0,1.0,5.0,0.0,14.530945878769039,0.009311902364742823,39.33418990273799,0.22647093513519673,0.28200796322940525,2.174718497305797,0.0,0.0,0.0,14.5216339764043,1.0
6.0,1.0,4.0,0.0,14.562729203005883,-0.016199723771141244,39.16920114286816,0.20413843386551211,0.0,1.6554584967352906,0.0,0.0,0.0,14.578928926777024,1.0
6.0,1.0,4.0,0.0,14.60008085791415,-0.011610290534888363,39.10636412660592,0.20147025056131718,0.0,1.0568898048719169,0.0,0.0,1.0,14.61169114844904,1.0
6.0,1.0,4.0,0.0,14.596341450022532,0.0033549056576137855,39.398989006192856,0.19847418675866835,0.0,0.7555176057510227,0.0,0.0,1.0,14.59298654436492,1.0
6.0,1.0,4.0,0.0,14.877225727261754,-0.029511566002599396,38.801992429734455,0.20256650025269,0.1435275471516199,0.3519701349445341,0.0,0.0,1.0,14.906737293264353,1.0
6.0,1.0,4.0,0.0,14.950871776703497,-0.10767909395010862,39.032360119553395,0.42903131702946723,0.0,0.354807630502,0.0,0.0,1.0,15.058550870653606,1.0
6.0,1.0,4.0,0.0,14.875337774894625,-0.07997663638031803,40.17911740120462,0.4508515562179678,0.0,0.44931983164966627,0.0,0.0,1.0,14.955314411274944,1.0
6.0,1.0,4.0,0.0,15.007843740697728,-0.06352497125243403,39.93208663668794,0.47467371035469724,0.0,0.4618732413447748,0.0,18.705141387266707,1.0,15.07136871195016,1.0
6.0,1.0,4.0,0.0,15.191084663765835,-0.00874624107414291,39.54229107970038,0.33136478053168633,0.0,0.5478845750345807,0.0,85.9953901019599,1.0,15.199830904839978,1.0
6.0,1.0,4.0,0.0,15.551825516866597,-0.04140645298723689,38.250236485662114,0.4360866975163046,0.21787420740490118,1.058077824060613,0.0,189.89877221579582,0.0,15.593231969853832,1.0
6.0,1.0,4.0,0.0,15.547181389623034,-0.00016770939583330227,38.248470468261495,0.5271215258273414,0.04933311947871108,0.8745065334264499,0.0,296.3873462603021,0.0,15.547349099018867,1.0
6.0,1.0,4.0,0.0,15.546934133834327,-0.0004149651845459399,38.09069106144789,0.7710761203034607,0.05579061120816399,1.2543005775730616,0.0,370.87289124696304,1.0,15.547349099018874,1.0
6.0,1.0,4.0,0.0,15.546791753255583,-0.0005573457632881599,37.72766880867831,0.852069867611786,0.04471503266663226,1.6660813319424075,0.0,412.6432165149605,1.0,15.54734909901887,1.0
6.0,1.0,4.0,0.0,15.523432222945244,-0.0005263994602080953,37.49448677637994,1.7751120592416614,0.026581787165546163,2.101596435293215,0.0,426.947402399633,1.0,15.523958622405452,1.0
6.0,1.0,4.0,0.0,15.319417979124896,0.005973646240217678,37.75825139910222,1.0486631544921559,0.030552478634355736,2.687377054421735,0.0,427.7403975869822,1.0,15.313444332884679,1.0
6.0,1.0,4.0,0.0,15.334276829416055,-0.0025579800820478334,37.22808593791002,0.41272512371420633,0.23430785063019288,3.028283912362028,0.0,402.2920804349014,1.0,15.336834809498102,1.0
6.0,1.0,4.0,0.0,15.468879050174387,-0.011725066144742165,36.33160859004847,0.42203994174124476,0.21436823051039017,3.459494889118022,0.0,344.47582441229815,0.0,15.480604116319126,1.0
6.0,1.0,4.0,0.0,15.549869736079863,-0.004410441447995831,35.70773125221826,0.603901699489461,0.14357017580677467,3.171512128718727,0.0,261.37948074789017,0.0,15.554280177527861,1.0
6.0,1.0,4.0,0.0,15.675196306903377,0.0009762052374663525,34.89963395195619,0.3491367526021334,0.0,3.042152772509288,0.0,153.51757775826948,0.0,15.674220101665913,1.0
6.0,1.0,4.0,0.0,15.661505814890166,-0.000550461216107471,34.7394961681731,0.4001689284600537,0.1958412770440559,2.5907429489572893,0.0,42.27558678702174,1.0,15.662056276106275,1.0
6.0,1.0,4.0,0.0,15.435182756795104,0.0025408348636343373,35.43975583044901,0.3096197862770925,0.04933311079903764,2.1501549067971153,0.0,-0.0,1.0,15.43264192193147,1.0
6.0,1.0,4.0,0.0,15.398263322634321,3.355382907342696e-05,35.508328305861916,0.25132062975114483,0.3623059334556961,2.1348632663022933,0.0,0.0,1.0,15.398229768805248,1.0
6.0,1.0,4.0,0.0,14.86132414927747,0.021468661111800562,37.21747819579922,0.2718924756858863,0.0478424877973152,2.4721925071674864,0.0,0.0,1.0,14.839855488165668,1.0
6.0,1.0,4.0,0.0,14.568126787557553,0.07642396325069936,38.02126015050457,0.24970967637409958,0.04784242696410127,2.7178272148399754,0.0,0.0,1.0,14.491702824306856,1.0
6.0,1.0,4.0,0.0,14.574592017455455,0.0025941691874205044,37.7616107205022,0.2100037052114348,0.0,2.2612969097650732,0.0,0.0,1.0,14.571997848268037,1.0
6.0,1.0,4.0,0.0,14.57235841660826,0.00036056834022861164,37.721423252822476,0.20413843386551211,0.0,1.6464442516753064,0.0,0.0,1.0,14.571997848268035,1.0
6.0,1.0,4.0,0.0,14.571863444609345,-0.00013440365868950036,37.51645945578139,0.20288265660683497,0.0,1.2935770024034086,0.0,0.0,1.0,14.571997848268035,1.0
6.0,1.0,4.0,0.0,14.571859143059942,-0.00013870520809175228,37.507329484204185,0.20182828231143274,0.0,1.0538660383638374,0.0,0.0,1.0,14.571997848268035,1.0
6.0,1.0,4.0,0.0,14.571815680549125,-0.00018216771890884392,37.56933867624264,0.19923352386911414,0.0,0.8888964575433681,0.0,0.0,1.0,14.571997848268035,1.0
6.0,1.0,4.0,0.0,14.571811289024602,-0.00018655924343272674,37.6879126336399,0.20874962922501739,0.0,0.7850551103971978,0.0,0.0,1.0,14.571997848268035,1.0
6.0,1.0,4.0,0.0,14.571813341349547,-0.00018450691848826965,38.05135850532707,0.2281639954496138,0.0,0.7388064279694365,0.0,0.0,1.0,14.571997848268035,1.0
6.0,1.0,4.0,0.0,14.635001023388192,-0.007168254720095897,38.066627564753475,0.25157399634301353,0.0,0.6902744766645652,0.0,20.985066559049994,1.0,14.642169278108291,1.0
