# Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6.0,1.0,6.0,0.0,15.488171059971801,-0.06465183499410383,38.75735152833781,0.20990375836813718,0.012289122026954091,0.3687794197910783,0.0,0.0,1.0,15.552822894965903,1.0
6.0,1.0,6.0,0.0,15.297432182884204,-0.03468913012160317,39.61972049825507,0.20634131853711235,0.03516623975929805,0.37267295146704027,0.0,0.0,1.0,15.33212131300581,1.0
6.0,1.0,6.0,0.0,15.284322148586902,-0.047799164418907164,39.84671812633408,0.20415408690357803,0.012580929071564134,0.34789690429197945,0.0,0.0,1.0,15.332121313005807,1.0
6.0,1.0,6.0,0.0,15.2644175869873,-0.06770372601850863,40.225894764362444,0.204346408752216,0.0,0.30833689862852265,0.0,0.0,1.0,15.332121313005807,1.0
6.0,1.0,6.0,0.0,15.220584074118294,-0.11153723888751252,40.90575929038788,0.21404651807645414,0.0,0.2567759616482673,0.0,0.0,1.0,15.332121313005807,1.0
6.0,1.0,6.0,0.0,15.183065169433018,-0.14905614357279004,41.62416720652935,0.2337449567637243,0.07389838892184591,0.29479438653641454,0.0,0.0,1.0,15.332121313005807,1.0
6.0,1.0,6.0,0.0,15.208468336698107,-0.1203434476488324,41.690300319353106,0.29307439310882233,0.25592105710661694,0.39766854819848824,0.0,16.396651085483956,0.0,15.32881178434694,1.0
6.0,1.0,6.0,0.0,15.201661889973579,-0.02821207081366589,41.95147208584442,0.3617700781226546,0.0,0.5115293295357111,0.0,59.098938571942185,0.0,15.229873960787245,1.0
6.0,1.0,6.0,0.0,15.324850699511295,-0.003112853258216273,41.26026703563194,0.44998758905190617,1.194873806563768,2.209031324400574,0.0,143.68152784028717,0.0,15.32796355276951,1.0
6.0,1.0,6.0,0.0,15.435513421561424,-0.01506212118591652,40.792449185967435,0.5119484627844941,0.23305438316815213,1.3866310441824568,0.0,259.97895203498626,0.0,15.450575542747341,1.0
