Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1.0,24.0,0.0,0.0,0.0,0.0,0.0,6.989633048649956,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.998901636726019,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.005819160890374,0.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.99792182168741,0.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.999285778728142,0.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.995860127909132,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.009884472414679,0.0,0.0,0.0,172.04517257916035
1.0,7.0,0.0,0.0,0.0,0.0,0.0,6.005726386767394,0.0,0.0,0.0,250.53611608583637
1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.99567679949203,0.0,0.0,0.0,421.602154004559
1.0,9.0,0.0,0.0,0.0,0.0,0.0,6.010582593536675,0.0,0.0,0.0,512.190134037646
1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.990345465730374,0.0,0.0,0.0,579.7290311554783
1.0,11.0,0.0,0.0,0.0,0.0,0.0,6.978417121555401,0.0,0.0,0.0,623.7565268237826
1.0,12.0,0.0,0.0,0.0,0.0,0.0,7.9977028045379095,0.0,0.0,0.0,653.7632098317404
1.0,13.0,0.0,0.0,0.0,0.0,0.0,8.000108631275648,0.0,0.0,0.0,685.2222538933911
1.0,14.0,0.0,0.0,0.0,0.0,0.0,6.989837488070466,0.0,0.0,0.0,622.7854447361832
1.0,15.0,0.0,0.0,0.0,0.0,0.0,7.993437698751227,0.0,0.0,0.0,580.5033117906603
1.0,16.0,0.0,0.0,0.0,0.0,0.0,8.010422495659098,0.0,0.0,0.0,439.1498817876773
1.0,17.0,0.0,0.0,0.0,0.0,0.0,8.001014515078982,0.0,0.0,0.0,256.701064888601
1.0,18.0,0.0,0.0,0.0,0.0,0.0,8.01527739748244,0.0,0.0,0.0,198.3322679615382
1.0,19.0,0.0,0.0,0.0,0.0,0.0,6.99849260462028,0.0,0.0,0.0,175.34783930352046
1.0,20.0,0.0,0.0,0.0,0.0,0.0,5.007086524662729,0.0,0.0,0.0,0.0
1.0,21.0,0.0,0.0,0.0,0.0,0.0,5.00548529877601,0.0,0.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,0.0,0.0,6.008936477720757,0.0,0.0,0.0,0.0
1.0,23.0,0.0,0.0,0.0,0.0,0.0,6.003590906228987,0.0,0.0,0.0,0.0
1.0,24.0,0.0,0.0,0.0,0.0,0.0,6.9681817599335,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9805562383799,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.004221010863042,0.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.985224550947204,0.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.989943125432022,0.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.98438001783803,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.985633228155255,0.0,0.0,0.0,171.72988399160647
1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.9638012793030315,0.0,0.0,0.0,251.7765914821796
1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.977320183618645,0.0,0.0,0.0,417.6562916460816
1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.975707051052324,0.0,0.0,0.0,505.2303110197669
1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.9772349685066875,0.0,0.0,0.0,567.7623954527744
1.0,11.0,0.0,0.0,0.0,0.0,0.0,6.973867933367337,0.0,0.0,0.0,623.7152722661951
1.0,12.0,0.0,0.0,0.0,0.0,0.0,7.982976405359335,0.0,0.0,0.0,647.2994445222292
