Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1.0,24.0,0.0,0.0,0.0,0.0,0.0,2.9569100496952103,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9369412301003088,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9204278510484147,0.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9342147649425387,0.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.9414754449968006,0.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.9513239058251313,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.9411233764624682,0.0,0.0,0.0,117.57352663749855
1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.9297954726862965,0.0,0.0,0.0,189.25856694488436
1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.9242574860139023,0.0,0.0,0.0,359.59479564824744
1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.9271999882833262,0.0,0.0,0.0,450.3940327459016
1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.945404068145562,0.0,0.0,0.0,510.72321649556375
1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.941565550431202,0.0,0.0,0.0,554.2803356301397
1.0,12.0,0.0,0.0,0.0,0.0,0.0,3.927698489410936,0.0,0.0,0.0,589.4227583553301
1.0,13.0,0.0,0.0,0.0,0.0,0.0,3.9483334289278744,0.0,0.0,0.0,617.1966853740846
1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.9508716097754304,0.0,0.0,0.0,558.9751218275766
1.0,15.0,0.0,0.0,0.0,0.0,0.0,3.9288096550404004,0.0,0.0,0.0,518.8785299002293
1.0,16.0,0.0,0.0,0.0,0.0,0.0,3.9370935870368724,0.0,0.0,0.0,363.706373594063
1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.945198803659841,0.0,0.0,0.0,182.98904529569913
1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.926188951670639,0.0,0.0,0.0,141.8930810485294
1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.9331577920907193,0.0,0.0,0.0,117.35338780923107
1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.929581934634436,0.0,0.0,0.0,0.0
1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.9315072471957719,0.0,0.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.9303586556893857,0.0,0.0,0.0,0.0
1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.9277721991852446,0.0,0.0,0.0,0.0
1.0,24.0,0.0,0.0,0.0,0.0,0.0,2.862313542386975,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8697380742483802,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8738474630790694,0.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.8720052693556821,0.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.8769406508827566,0.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.8775579600643924,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.8687183374519039,0.0,0.0,0.0,123.11055963660871
1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.8602303606638924,0.0,0.0,0.0,183.77614889949913
1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.8777691568106438,0.0,0.0,0.0,368.8302559441112
1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.864672720009877,0.0,0.0,0.0,449.6538260436142
