Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1.0,24.0,0.0,0.0,0.0,0.0,0.0,2.989633048649956,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.998901636726019,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.005819160890374,0.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.99792182168741,0.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.999285778728142,0.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.995860127909132,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.009884472414679,0.0,0.0,0.0,172.04517257916035
1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.005726386767394,0.0,0.0,0.0,250.53611608583637
1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.99567679949203,0.0,0.0,0.0,421.602154004559
1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.010582593536675,0.0,0.0,0.0,512.190134037646
1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.990345465730374,0.0,0.0,0.0,579.7290311554783
1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.978417121555401,0.0,0.0,0.0,623.7565268237826
1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.9977028045379095,0.0,0.0,0.0,653.7632098317404
1.0,13.0,0.0,0.0,0.0,0.0,0.0,3.000108631275648,0.0,0.0,0.0,685.2222538933911
1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.989837488070466,0.0,0.0,0.0,622.7854447361832
1.0,15.0,0.0,0.0,0.0,0.0,0.0,2.993437698751227,0.0,0.0,0.0,580.5033117906603
1.0,16.0,0.0,0.0,0.0,0.0,0.0,3.010422495659098,0.0,0.0,0.0,439.1498817876773
1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.001014515078982,0.0,0.0,0.0,256.701064888601
1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.01527739748244,0.0,0.0,0.0,198.3322679615382
1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.99849260462028,0.0,0.0,0.0,175.34783930352046
1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.007086524662729,0.0,0.0,0.0,0.0
1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.00548529877601,0.0,0.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.008936477720757,0.0,0.0,0.0,0.0
1.0,23.0,0.0,0.0,0.0,0.0,0.0,2.003590906228987,0.0,0.0,0.0,0.0
